Doc Fiscal;Quilometragem;Litros;Combustivel;Manutenção;Custos Motorista
778747;1508;327,8;2856,06;;131,1
778748;1012;361,4;1383,06;;108,36
778749;948;220,4;1851,56;;155,77
778750;1538;357,6;2827,2;;133,67
778751;948;296,2;2297,95;;133,71
778752;1174;366,8;1719,07;;203,93
778753;1184;311,5;2912,64;;113,17
778754;1426;528,1;3183,03;;126,12
778755;1106;335,1;2560,18;;145,84
778756;960;246,1;1333,33;;101,91
778757;1368;325,7;1900;;128,76
778758;1364;317,2;1933,84;472,9;108,34
778759;1808;401,7;2627,9;;123,41
778760;948;206;1519,23;472,9;113,72
778761;1098;322,9;1870,03;472,9;103,56
778762;938;208,4;1274,45;;182,79
778763;1364;505,1;2583,33;;114,46
778764;948;249,4;1276,64;;159,61
778765;1410;613;2319,07;;175,5
778766;1410;440,6;1958,33;;165,44
778767;1012;374,8;1375;;138,31
778768;934;239,4;1276,46;;161,9
778769;1184;358,7;1947,36;;108,66
778770;1576;685,2;4282,6;;193,45
778771;1014;405,6;1667,76;;181,5
778772;1182;274,8;1641,66;;125,54
778773;1538;341,7;3003,9;;103,69
778774;1346;299,1;2913,12;;102,43
778775;1514;398,4;3989,06;356,96;192,53
778776;1894;557;4990,27;;182,56
778777;1434;377,3;2358,55;;146,35
778778;1346;313;2002,97;356,96;159,15
778779;1346;480,7;3004,46;;178,2
778780;948;351,1;2082,21;;193,82
778781;1514;560,7;3587,52;;162,87
778782;938;208,4;1302,77;;199,38
778783;1184;311,5;1693,39;;139,38
778784;960;223,2;1585,45;;180,67
778785;1700;515,1;3219,37;;133,34
778786;1584;377,1;2461,29;;197,43
778787;1182;369,3;1580,28;;173,26
778788;948;220,4;1714,76;;169,06
778789;1906;501,5;2647,22;;136,37
778790;1538;394,3;2529,6;;111,24
778791;1426;316,8;3565;;195,27
778792;1128;331,7;1519,04;;109,7
778793;1594;498,1;2146,58;;169,05
778794;1528;611,2;3758,88;;104,09
778795;1902;594,3;3128,28;;150,25
778796;1410;522,2;1987,11;;185,32
778797;1730;455,2;3378,9;;133,05
778798;960;342,8;1818;;127,93
778799;1426;331,6;3086,27;;115,97
778800;1538;334,3;2235,46;;190,93
778801;1302;394,5;2141,44;;171,21
778802;1894;557;3225,71;;129,05
778803;1514;336,4;3325,39;;135,66
778804;1368;325,7;1842,24;;137,43
778805;1822;569,3;3558,59;;149,62
778806;1346;354,2;2548,98;;191,77
778807;1184;303,5;2805,56;;187,33
778808;1970;788;3621,32;;125,78
778809;1012;297,6;1414,2;;182,72
778810;1552;485;3535,11;1057,19;110,35
778811;1182;358,1;2907,72;;115,93
778812;934;217,2;2096,31;1057,19;155,09
778813;948;210,6;1821,93;;160,61
778814;1816;672,5;4855,82;;159,7
778815;1808;475,7;4520;;198,91
778816;1054;458,2;1440,46;;106,52
778817;948;351,1;1795,27;;171,53
778818;1802;643,5;4818,39;;146,11
778819;1538;394,3;2529,6;;142,03
778820;1618;351,7;4263,07;;192,39
778821;1902;594,3;4268,93;;175,08
778822;1192;425,7;2660,71;;128,65
778823;1106;409,6;1511,53;;148,53
778824;1184;275,3;1720,93;1355,07;191,06
778825;1730;384,4;2402,77;;112,21
778826;1368;360;3116;;145,63
778827;1568;373,3;3629,62;;193,69
778828;1902;826,9;3128,28;;190,8
778829;1184;348,2;1608,69;;177,91
778830;948;243;2194,44;;162,88
778831;1538;357,6;2529,6;;203,41
778832;1014;307,2;1920,45;;178,86
778833;956;382,4;1327,77;;167,04
778834;1254;391,8;2449,21;;186,98
778835;1246;461,4;2016,55;;189,27
778836;1538;480,6;2252,07;;148,81
778837;1538;569,6;2089,67;;131,95
778838;1004;436,5;2469,84;;131,65
778839;1894;440,4;2630,55;;177,54
778840;1054;310;1531,97;;182,58
778841;948;220,4;2194,44;;198,03
778842;1364;324,7;2583,33;;171,87
778843;1926;418,6;2799,41;;169,81
778844;940;284,8;1546,05;;160,93
778845;1894;420,8;5146,73;;111,72
778846;1302;482,2;2141,44;;135,91
778847;1128;352,5;2203,12;;174,4
778848;1894;676,4;4227,67;;132,68
778849;1184;473,6;1608,69;;131,05
778850;1528;449,4;2088,26;;142,13
778851;948;243;1288,04;;113,88
778852;1766;383,9;4280,78;;105,68
778853;960;223,2;1553,68;;124,95
778854;1674;372;2254,32;;112,57
778855;948;249,4;1316,66;;145,53
778856;1404;520;2580,88;;144,32
778857;1014;241,4;1508,92;;133,37
778858;1346;299,1;3115,74;;130,94
778859;1894;823,4;3115,13;;123,99
778860;1346;407,8;2628,9;;206,76
778861;1684;443,1;2505,95;;133,8
778862;948;338,5;1288,04;;164,5
778863;1350;421,8;1875;;107,57
778864;1192;441,4;2328,12;;159,81
778865;1174;366,8;1824,21;;130,07
778866;1322;307,4;1921,51;;165,34
778867;1538;452,3;2912,87;;181,2
778868;1192;264,8;2759,25;;148,53
778869;1370;415,1;2195,51;;192,13
778870;1692;626,6;2350;;170,65
778871;938;218,1;2548,91;;123,51
778872;1538;341,7;2529,6;;188,06
778873;1312;285,2;1793,06;;120,86
778874;1184;370;1618,13;;154,1
778875;948;220,4;1714,76;;144,76
778876;1828;481;2720,23;619,48;101,57
778877;948;225,7;1714,76;;172,7
778878;960;300;1333,33;;189,25
778879;1866;811,3;3069,07;;163,96
778880;1184;422,8;1720,93;619,48;188,75
778881;1316;411,2;1827,77;;136
778882;948;296,2;1316,66;;169,72
778883;1302;482,2;2141,44;;157
778884;1368;360;1869,6;;203,06
778885;1428;420;1923,04;;187,17
778886;948;243;1534,26;;139,84
778887;1302;289,3;1779,4;;126,96
778888;1356;315,3;1883,33;;113,35
778889;1246;541,7;2696,7;;200,76
778890;970;293,9;1652,03;;184,66
778891;1184;281,9;1594,45;;118,97
778892;940;218,6;1366,27;;194,88
778893;1866;666,4;3644,53;633,47;127,62
778894;1338;297,3;2986,6;633,47;103,2
778895;1514;473,1;4114,13;;144,6
778896;1508;538,5;2945,31;;145,71
778897;1758;532,7;3329,21;;135,52
778898;1410;327,9;3263,88;;203,67
778899;1346;354,2;1956,39;;157,03
778900;1692;402,8;3776,78;;141,86
778901;1184;348,2;2740,74;;195,55
778902;1338;581,7;1817,93;;134,15
778903;1508;335,1;2244,04;;116,58
778904;1538;569,6;2071,17;;100,65
778905;1246;276,8;2433,59;;201,89
778906;910;211,6;1777,34;;195
778907;1368;350,7;1828,95;;151,63
778908;1380;552;3394,8;;117,38
778909;1684;391,6;2655,53;;157,54
778910;948;278,8;1519,23;1366,52;102,61
778911;1410;503,5;1958,33;1366,52;169,15
778912;1004;264,2;1394,44;1366,52;137,48
778913;1242;295,7;2330,57;;130,48
778914;948;296,2;1316,66;;159,26
778915;1338;297,3;2533,83;;90,57
778916;1236;457,7;1689,2;;115,77
778917;1644;382,3;3669,64;;144,15
778918;948;210,6;1559,21;;165,85
778919;1404;438,7;1907,6;;129,75
778920;1170;433,3;2532,21;;173,22
778921;1346;292,6;2549,24;;192,45
778922;1488;646,9;4357,71;;156,45
778923;1538;466;2136,11;;179,89
778924;1730;640,7;3129,26;;113,46
778925;1184;303,5;2657,42;;138,51
778926;1312;385,8;2562,5;722,17;169,97
778927;1184;275,3;1720,93;722,17;175,51
778928;948;220,4;2576,08;;207,24
778929;1346;585,2;2399,04;;146,41
778930;1346;420,6;2628,9;;149,15
778931;1918;426,2;3073,71;;174,16
778932;1368;506,6;2514,7;;154,71
778933;1106;240,4;1744,07;;204,36
778934;1674;440,5;2433,13;;94,99
778935;1612;383,8;2583,33;;98,32
778936;1184;348,2;1761,9;;148,4
778937;1514;398,4;2909,71;;154,66
778938;1264;293,9;3160;;169,79
778939;1426;432,1;2785,15;;169,92
778940;1674;597,8;2451,21;;183,78
778941;1402;519,2;1975,84;;118,64
778942;1276;283,5;2089,88;;154,5
778943;1184;303,5;3119,58;;136,22
778944;938;218,1;2060,25;795,74;155,17
778945;1170;260;1924,34;;110,18
778946;1902;413,4;2641,66;;178,78
778947;948;296,2;1559,21;;145,01
778948;1500;652,1;2467,1;;196,27
778949;1346;299,1;3365;;123,64
778950;1410;335,7;1955,6;;188,72
778951;1488;551,1;2906,25;;201,48
778952;1338;343;1736,21;;142,1
778953;948;220,4;1316,66;;129,13
778954;1684;510,3;3898,14;;108,05
778955;1766;519,4;3941,96;;182,08
778956;1312;410;2157,89;;152,54
778957;1184;514,7;2642,85;;112,3
778958;1184;370;1867,07;;135,15
778959;1116;242,6;2542;;154,74
778960;1346;354,2;2213,81;;157,55
778961;940;218,6;2350;789,43;168,58
778962;1866;491;4665;;125,69
778963;1268;469,6;1843,02;;140,99
778964;1346;538,4;1828,8;;130,1
778965;960;213,3;1395,34;;143,8
778966;1514;658,2;3449,75;;137,19
778967;1868;667,1;2779,76;;153,95
778968;1092;404,4;1492,4;;189,47
778969;1970;518,4;3847,65;;127,29
778970;1730;443,5;2533,21;;125,46
778971;1048;317,5;1984,84;;128,58
778972;1828;425,1;2538,88;;118,72
778973;1404;312;2309,21;;160,13
778974;1576;463,5;2345,23;;199,7
778975;1894;591,8;3699,21;;97,37
778976;1228;323,1;2221,23;;176,57
778977;1562;371,9;2569,07;454,96;153,64
778978;940;293,7;1398,8;;129,99
778979;1538;334,3;2235,46;;148,53
778980;1184;263,1;2242,2;;164,4
778981;1866;583,1;3766,55;;158,75
778982;1014;235,8;2347,22;;138,75
778983;1902;422,6;2505,67;;101,76
778984;1894;420,8;2630,55;;173,5
778985;1184;473,6;2562,51;;161,79
778986;1106;291;2160,15;;154,07
778987;1828;537,6;2656,97;;122,87
778988;1872;445,7;2502,78;;179,37
778989;1404;520;2659,09;;91,81
778990;1618;577,8;3922,03;;201,55
778991;1818;550,9;4307,86;;159,53
778992;1246;389,3;3331,69;;137,02
778993;1508;386,6;2945,31;;167,36
778994;934;406;2162,03;;105,85
778995;1410;306,5;1915,76;;140,32
778996;948;220,4;1559,21;;171,75
778997;1346;354,2;2716,92;;191,72
778998;948;412,1;1851,56;337,59;115,47
778999;948;220,4;1714,76;;140,51
779000;948;210,6;2194,44;;149,07
779001;1192;305,6;2980;;109,55
779002;1392;515,5;2370,75;;98,77
779003;960;282,3;1162,66;;127,9
779004;960;228,5;2077,71;;127,75
779005;1380;431,2;1875;;196,21
779006;1302;394,5;1715,24;;118,92
779007;1350;355,2;2481,61;;187,77
779008;2022;748,8;5921,57;;115,4
779009;948;379,2;2776,28;;132,53
779010;1370;428,1;3074,88;;155,42
779011;1346;420,6;2628,9;;138,93
779012;938;246,8;2171,29;;196,21
779013;1410;327,9;3715,04;;174,18
779014;1246;319,4;1811,04;;177,9
779015;1184;275,3;2141,64;;202,63
779016;1346;395,8;3065,88;;118,12
779017;808;179,5;1870,37;;134,67
779018;1192;361,2;1910,25;;117,92
779019;1410;313,3;4129,28;;112,87
779020;1170;254,3;2611,6;;180,17
779021;948;225,7;2194,44;;121,36
779022;1014;266,8;1667,76;;158,02
779023;1512;657,3;4108,69;;143,38
779024;1174;469,6;2620,53;;100,11
779025;1302;482,2;3013,88;;122,25
779026;1636;380,4;2222,82;;165,44
779027;1570;490,6;2973,48;;131,69
779028;948;351,1;1742,64;420,2;127,33
779029;1576;477,5;2107,04;;182,58
779030;948;220,4;2576,08;420,2;180,45
779031;948;210,6;1795,45;;136,37
779032;1318;573;2349,14;;168,06
779033;1086;339,3;1578,48;;187,79
779034;1170;344,1;2150,73;;142,06
779035;1990;523,6;2763,88;;173,46
779036;1434;341,4;2800,78;;147,28
779037;1486;330,2;2211,3;;169,1
779038;1246;327,8;2433,59;;126,88
779039;940;208,8;1546,05;;192,41
779040;1758;517;2441,66;;99,42
779041;1182;274,8;1705,45;;118,49
779042;934;345,9;1297,22;;180,73
779043;1538;404,7;3451,95;;179,87
779044;960;246,1;2142,85;;120,63
779045;1514;473,1;2783,08;;162,94
779046;1426;375,2;2166,16;;136,84
779047;1538;466;2912,87;1081,58;148,49
779048;1264;280,8;2078,94;;189,19
779049;1894;757,6;2669,21;;189,91
779050;1410;613;2709,84;;202,28
779051;1004;218,2;1322,66;;107,15
779052;1552;397,9;2552,63;;157,84
779053;948;278,8;2051,74;;171,68
779054;948;249,4;2370;;172,47
779055;948;296,2;1267,43;;110,11
779056;1426;331,6;2621,32;;142,03
779057;1246;296,6;2884,25;;164
779058;1346;299,1;2122,53;;175,42
779059;1410;522,2;3468,6;;193,48
779060;1966;457,2;2628,45;;181,01
779061;1312;524,8;2157,89;;176,52
779062;1404;610,4;2391,18;;158,45
779063;1434;434,5;2636,02;;170,26
779064;1768;465,2;2455,55;;98,69
779065;1184;257,3;2960;;135,45
779066;1894;591,8;2630,55;464,43;153,93
779067;1014;235,8;1417;;156,16
779068;948;249,4;2051,74;;188,74
779069;1620;426,3;2250;;175,85
779070;1806;420;3218,92;;190,97
779071;1246;296,6;2781,25;;103,68
779072;1184;514,7;1947,36;;126,82
779073;1488;551,1;2066,66;;151,63
779074;948;296,2;1377,9;;96,4
779075;1806;668,8;3316,47;;121,44
779076;1246;276,8;1702,86;;113,55
779077;1410;427,2;3263,88;;125,34
779078;948;278,8;2576,08;;158,03
779079;1346;420,6;1799,54;;188,39
779080;1894;676,4;3481,61;;107,35
779081;1086;236;2056,81;359,27;108
779082;1538;394,3;3845;;175,22
779083;1902;704,4;3440,38;;100,5
779084;1730;540,6;2402,77;;103,28
779085;1802;474,2;3312,5;;163,6
779086;1538;357,6;3451,95;;153,39
779087;1184;311,5;2242,42;;146,72
779088;1902;559,4;5168,47;;174,72
779089;690;209;1493,35;;183,54
779090;1364;426,2;1864,13;;163,19
779091;1346;320,4;2002,97;;153,76
779092;1404;312;3815,21;;138,06
779093;948;412,1;1821,93;;201,32
779094;1170;468;2285,15;;131,86
779095;1802;391,7;4505;;133,08
779096;1538;341,7;2167,5;;116,54
779097;1762;391,5;3870,1;;113,31
779098;948;296,2;1288,04;;162,57
779099;1368;594,7;2438,25;;146,27
779100;1346;354,2;1869,44;;129,54
779101;1538;452,3;2101,93;;93,62
779102;1972;469,5;2738,88;;175,04
779103;948;351,1;1148,13;;135,1
779104;808;244,8;1748,74;;196,72
779105;1538;404,7;2452,7;;183,8
779106;1182;262,6;1884,97;;145,09
779107;1004;313,7;1929,56;;121,81
779108;1966;457,2;4412,57;;112,28
779109;1684;391,6;2505,95;;154,83
779110;1302;465;3013,88;;172,88
779111;1312;285,2;2484,6;;181,61
779112;1866;478,4;3644,53;;135,03
779113;1314;292;3791,82;1068,78;122,4
779114;1774;422,3;3306,09;;125,17
779115;1894;701,4;3686,53;;183,79
779116;1514;329,1;2216,92;;172,04
779117;1754;515,8;4385;;130,44
779118;934;245,7;1768,93;1068,78;121,36
779119;1464;636,5;3978,26;;141,98
779120;1228;383,7;1705,55;;107,88
779121;1140;300;1731,71;;149,71
779122;1538;341,7;3644,39;;99,99
779123;1346;407,8;2548,98;;179,4
779124;948;296,2;1795,45;;119,27
779125;1410;327,9;2049,41;;186,33
779126;1766;410,6;4415;;186,85
779127;948;249,4;1795,45;;137,33
779128;1514;458,7;2200,58;;188,14
779129;948;243;1714,76;;168,69
779130;1988;621,2;3654,41;;171,51
779131;1184;514,7;1761,9;;108,24
779132;1392;366,3;2636,36;;173,34
779133;948;351,1;1742,64;;187,25
779134;1966;614,3;2925,59;;184,84
779135;1170;344,1;2215,9;;154,69
779136;1302;289,3;3255;;115,78
779137;1364;324,7;2243,42;;133,24
779138;1866;548,8;4165,17;;197,34
779139;1110;411,1;1825,65;;157,56
779140;1184;311,5;2740,74;;198,09
779141;1246;276,8;1755,99;;110,51
779142;1410;522,2;2627,72;;166,46
779143;1184;358,7;1608,69;;173,1
779144;1106;257,2;1971,28;;132,91
779145;1410;440,6;3525;;193,9
779146;1410;371;2016,62;;132,5
779147;1184;370;1947,36;1899,25;181,76
779148;1158;503,4;1723,21;1899,25;142,47
779149;858;199,5;1191,66;;163,22
779150;1000;217,3;1346,66;;163,49
779151;1338;535,2;2420,2;;138,34
779152;1488;381,5;4043,47;;127,16
779153;1368;304;1656,8;;199,63
779154;1706;609,2;2805,92;;103,62
779155;1456;539,2;2051,94;;166,01
779156;1182;262,6;3160,56;;188,33
779157;1338;311,1;2534,09;;104,19
779158;1514;458,7;2909,71;;148,61
779159;938;223,3;1136,02;;201,07
779160;1184;370;1897,43;;166,97
779161;948;351,1;1355,86;;108,03
779162;1346;313;2474,26;;135,07
779163;1184;311,5;1693,39;;113,66
779164;1700;500;3320,31;;128,87
779165;1902;413,4;3714,84;440,31;133,68
779166;1370;360,5;3171,29;440,31;129,24
779167;1902;679,2;2764,53;;127,21
779168;1346;420,6;3311,16;;164,73
779169;1246;319,4;2781,25;440,31;134,51
779170;1246;327,8;2220,81;;104,49
779171;1538;357,6;3560,18;;138,09
779172;1538;480,6;2101,93;;162,69
779173;1368;427,5;3365,28;;198,94
779174;1004;304,2;2510;;98,41
779175;948;249,4;1519,23;;107,09
779176;960;213,3;1578,94;;200,42
779177;1894;440,4;2630,55;;107,24
779178;1514;560,7;3577,52;;176,49
779179;1410;306,5;3164,66;;159,33
779180;948;225,7;1324,76;;139,25
779181;948;278,8;1148,13;;155,34
779182;1512;540;2100;;139,64
779183;1054;234,2;2352,67;;183,19
779184;1182;513,9;1615,4;;177,51
779185;1170;300;2285,15;;156,79
779186;1528;565,9;2893,93;;182,57
779187;1338;352,1;2916,84;;161,86
779188;1594;468,8;2372,02;;116,06
779189;940;218,6;1219,76;;163,63
779190;1508;456,9;2480,26;;130,14
779191;1636;430,5;2339,86;;145,02
779192;940;348,1;1506,41;;195,58
779193;1126;351,8;1851,97;;195,3
779194;1170;260;2085,35;;187,46
779195;1184;514,7;2312,5;;145,48
779196;1184;263,1;1582,95;;157,59
779197;1272;454,2;1792,63;;118,8
779198;1346;292,6;2474,26;;118,01
779199;1346;313;1773,2;1162,81;107,56
779200;1866;478,4;3430,14;;96,67
779201;1368;402,3;1900;;190,88
779202;1184;281,9;1708,34;;109,4
779203;948;220,4;1377,9;;119,79
779204;1426;375,2;1948,86;;196,55
779205;1338;297,3;1930,54;;103,39
779206;2036;473,4;3738,83;;171,08
779207;1012;440;1426,21;;172,81
779208;202;72,1;505;;172,37
779209;1410;522,2;1958,33;;158,03
779210;1368;427,5;2514,7;;104,83
779211;1004;223,1;2940,28;;108,25
779212;1818;568,1;3443,18;;102,24
779213;636;138,2;850,3;;113,11
779214;1514;473,1;2426,28;;128,13
779215;1528;463;2808,82;;110,88
779216;948;249,4;2534,86;;127,26
779217;1902;704,4;2641,66;;187,15
779218;1866;433,9;3533,73;;185,85
779219;1314;571,3;1769,52;;199,08
779220;1170;365,6;2150,73;;109,11
779221;1756;390,2;5142,57;;184,81
779222;1902;442,3;2584,23;;177,24
779223;1368;297,3;2514,7;;201,26
779224;1582;565;2354,16;;198,5
779225;1368;402,3;1858,69;;154,14
779226;1254;278,6;1866,07;;179,1
779227;1312;485,9;2157,89;;165,7
779228;948;210,6;1795,27;;160,86
779229;948;351,1;1742,64;;142,93
779230;1392;323,7;2162,95;;189,45
779231;1918;599,3;5211,95;;154,61
779232;948;220,4;1388,14;;124,83
779233;1012;266,3;2222,78;;159,02
779234;948;278,8;2576,08;;147,93
779235;1324;575,6;2971,64;;140,38
779236;948;225,7;2159,33;665,74;145,25
779237;1170;354,5;1589,67;665,74;197,76
779238;948;206;1316,66;;147,59
779239;970;303,1;1754,55;;138,65
779240;1744;622,8;4360;;156,96
779241;1192;277,2;1910,25;;136,74
779242;1410;427,2;3051,64;;123,15
779243;2054;540,5;5241,8;;178,22
779244;1088;253;1743,58;;130,45
779245;1184;263,1;1897,88;;202,66
779246;1184;370;2176,47;;188,95
779247;948;278,8;1276,64;;181,55
779248;1684;400,9;2505,95;;116,68
779249;1286;401,8;1694,16;;185,5
779250;1192;305,6;1655,55;;147,6
779251;1692;367,8;2668,15;;147,43
779252;1184;438,5;2312,5;638,51;172,18
779253;1902;679,2;4245,53;;186,5
779254;948;412,1;1742,64;638,51;173,04
779255;1368;350,7;2514,7;;195,71
779256;1064;280;1521,76;;131,13
779257;1966;457,2;4388,39;;118,88
779258;1276;398,7;1982,7;;134,31
779259;948;210,6;1851,56;;124,39
779260;1184;348,2;2242,42;;142,24
779261;1700;629,6;3320,31;;186,09
779262;1054;319,3;1568,45;;139,71
779263;1514;336,4;4433,85;;120,17
779264;1684;673,6;2288,04;;173,39
779265;1184;514,7;1608,69;;182,32
779266;1766;551,8;2858,13;;194,72
779267;948;412,1;1377,9;;151,35
779268;1346;313;2628,9;;115,22
779269;1184;263,1;1644,44;;154,44
779270;1880;569,6;3012,82;;118,42
779271;1508;335,1;2191,86;;156,1
779272;1312;410;2988,44;;161,98
779273;1552;360,9;3880;;200,31
779274;940;223,8;1835,93;;113,54
779275;1918;599,3;3154,6;;122,58
779276;1674;440,5;3736,6;;109,74
779277;948;351,1;1559,21;;183,93
779278;1538;394,3;2219,11;;119,99
779279;1246;445;2433,59;;148,13
779280;1528;611,2;2250,7;;112,33
779281;1014;316,8;1807,3;;130,24
779282;1246;327,8;2433,59;;156,47
779283;1182;303;1944,07;;178,99
779284;1346;498,5;3365;;176,92
779285;1392;435;2718,75;;139,39
779286;1174;260,8;2292,96;;128,89
779287;948;351,1;1276,64;;178,04
779288;1286;285,7;2976,85;295,39;173,74
779289;1514;458,7;3587,52;;167,46
779290;1866;811,3;2732,35;;108,51
779291;938;218,1;2508,13;;90,36
779292;1552;360,9;2807,29;;175,62
779293;1990;473,8;5407,6;;126,91
779294;980;392;1611,84;;112,48
779295;1246;445;1641,46;;181,87
779296;948;220,4;2127,73;;168,09
779297;1368;427,5;3420;;120,48
779298;1126;261,8;1483,38;;173,19
779299;1902;487,6;2561,36;;110,59
779300;1182;369,3;2558,18;;168,85
779301;1612;358,2;2190,21;;193,44
779302;948;225,7;2460,28;;156,7
779303;1410;522,2;2098,21;;122,63
779304;948;249,4;1316,66;323,36;175,71
779305;948;206;2576,08;323,36;106,73
779306;948;287,2;2194,44;;189,21
779307;948;351,1;1742,64;;108,85
779308;1170;417,8;1625;;168,37
779309;934;373,6;1885,29;;128,39
779310;1246;541,7;2359,84;;171,43
779311;1894;450,9;2573,36;;190,84
779312;1816;672,5;2910,25;;141,54
779313;1184;275,3;3217,39;;103,76
779314;948;296,2;1377,9;;133,23
779315;1182;262,6;1718,02;;120,52
779316;1004;313,7;1901,51;;186,26
779317;1514;388,2;2867,13;440,35;162,67
779318;1684;443,1;2769,73;;107,95
779319;1410;327,9;1898,8;;129,51
779320;1314;525,6;1825;;122,85
779321;1170;508,6;2215,68;;147
779322;1924;583;3643,93;;140,07
779323;1538;334,3;4179,34;;101,06
779324;1538;668,6;4179,34;;189,85
779325;1126;417;1563,88;;155,25
779326;1410;503,5;2319,07;;196,41
779327;1674;440,5;4548,91;;109,94
779328;1404;360;2732,78;;141,53
779329;936;208;1300;;161,46
779330;1346;320,4;2002,97;;183,18
779331;764;238,7;1061,11;;155,56
779332;1528;611,2;2893,93;;191,78
779333;1272;385,4;2793,85;;169,06
779334;1902;442,3;2561,36;;183,24
779335;948;351,1;1316,66;;153,52
779336;1434;333,4;3527,64;;185,18
779337;1802;563,1;2887,82;;181,65
779338;808;252,5;1803,57;;153,88
779339;1410;371;1898,8;;139,31
779340;1828;677;2990,42;;137,49
779341;1674;389,3;2325;;163,24
779342;1170;278,5;1700,58;;146,12
779343;1110;346,8;1613,37;;133,56
779344;1346;299,1;1925,09;;158,83
779345;1368;350,7;2250;;156,55
779346;1246;289,7;2425,25;;150,09
779347;1204;523,4;2845;;100,22
779348;1576;477,5;2485,23;;161,04
779349;1346;480,7;3657,6;;93,47
779350;1514;540,7;2252,97;;157,18
779351;1184;438,5;1608,69;;148,82
779352;1184;514,7;3217,39;;158,7
779353;948;296,2;2127,73;;170
779354;1538;404,7;2912,58;;161,63
779355;1852;740,8;3349,94;;122,64
779356;1338;297,3;2165,44;;137,82
779357;1528;391,7;2088,26;;168,24
779358;1572;365,5;4536,34;;101,67
779359;1538;480,6;3003,9;;129,33
779360;948;287,2;2194,44;;196,64
779361;1612;350,4;2583,33;;125,04
779362;1184;438,5;1955,39;;112,42
779363;1538;341,7;3451,95;;97,9
779364;764;177,6;1038,04;;163,8
779365;1504;358;3425,77;;199,94
779366;1538;404,7;2955,84;;136,33
779367;1902;704,4;3496,32;;151,1
779368;1174;273;2123,55;;149,08
779369;1514;658,2;2490,13;311,26;109,57
779370;1836;408;2668,6;;197,99
779371;1404;305,2;3815,21;;148,62
779372;1736;526;2411,11;;130,4
779373;1014;316,8;2347,22;;150,29
779374;1612;374,8;2398,8;;186,78
779375;1170;365,6;2150,73;;121,36
779376;1184;422,8;1668,61;;133,93
779377;948;243;2246,34;;185,48
779378;1828;406,2;2538,88;;168,64
779379;1514;605,6;2957,03;;174,47
779380;934;217,2;1347,62;;142,7
779381;1282;400,6;2318,91;;154,75
779382;1488;646,9;3660,48;;151,51
779383;1806;430;2894,91;;187,61
779384;1538;480,6;2866,27;;180,99
779385;1486;450,3;3715;;137,48
779386;948;278,8;1410,71;;184,6
779387;1774;657;3464,84;;156,16
779388;1514;398,4;3785;1368,63;154,44
779389;1538;341,7;3433,03;;119,38
779390;1572;582,2;3638,88;1368,63;109,62
779391;1766;452,8;4172,99;;183,88
779392;1880;437,2;2611,11;;113,4
779393;1368;488,5;3070,4;;170,77
779394;1902;500,5;2641,66;;142,7
779395;948;210,6;2159,33;;189,68
779396;1242;376,3;2352,27;;187,73
779397;1538;569,6;2136,11;;192,43
779398;1184;311,5;1720,93;;141,37
779399;934;239,4;1689,44;;200,73
779400;1370;360,5;1844,93;;137,27
779401;1938;605,6;2691,66;;181,37
779402;1542;670,4;2831,67;;196,15
779403;1312;291,5;1876,46;;177,42
779404;1684;601,4;2218,48;;92,96
779405;948;206;2735,65;;192,87
779406;948;220,4;1388,14;;165,71
779407;1988;795,2;2889,53;;101,16
779408;1576;350,2;2107,04;;173,64
779409;1392;515,5;1933,33;;186,35
779410;948;225,7;1795,45;;130,02
779411;1538;480,6;2056,23;;166,51
779412;948;206;1388,14;;147,56
779413;1370;318,6;3171,29;;204,87
779414;1410;371;2513,11;;134,71
779415;948;412,1;2082,21;;154,74
779416;1394;309,7;1894,02;;134,7
779417;1700;680;2470,93;;145,42
779418;1410;440,6;2591,91;;139,16
779419;1092;390;1767,31;;158,74
779420;1966;595,7;2770,68;;162,03
779421;1098;255,3;1986,08;;95,22
779422;1538;394,3;3783,48;;200,61
779423;1368;360;1869,6;;153,97
779424;1604;373;2557,95;;110,78
779425;1538;341,7;3328,67;;101,95
779426;1368;506,6;3420;;113,68
779427;1552;408,4;3464,28;;99,72
779428;1170;278,5;3179,34;;151,4
779429;1184;370;1559,79;;141,65
779430;1872;550,5;2741,14;;154,66
779431;1612;488,4;4380,43;;136,84
779432;1410;564;2591,91;;173,55
779433;948;412,1;2194,44;;104,85
779434;960;300;1818,18;;168,91
779435;1236;325,2;2272,05;;146,67
779436;1346;299,1;3115,74;;128,35
779437;1368;488,5;2125,66;;155,29
779438;1346;498,5;1956,39;;96,72
779439;1110;258,1;1770,15;1565,36;128,65
779440;1410;335,7;1927;;156,53
779441;1404;520;2580,88;;190,41
779442;1040;241,8;1413,04;;108,83
779443;1538;452,3;3003,9;;165,34
779444;1410;313,3;2319,07;;192,93
779445;948;220,4;2370;;151,76
779446;934;283;1269,02;;125,96
779447;1410;440,6;1915,76;;145,69
779448;1236;325,2;2272,05;;193,48
779449;1538;569,6;3560,18;;185,16
779450;1410;361,5;1987,11;;165,13
779451;1410;440,6;1915,76;;208,37
779452;1538;615,2;2288,69;;117,99
779453;1368;594,7;1900;510,34;173,81
779454;948;249,4;1795,27;;199,32
779455;808;288,5;2404,76;;169,88
779456;690;255,5;1306,68;;180,74
779457;1368;304;1842,24;;90,24
